humidite_sol,temperature_air,humidite_air,pluie_prevue_mm,type_sol,type_culture,besoin_arrosage,quantite_eau_litres_m2
62.3,27.6,88.3,0.5,Limoneux,Céréales,0,0.0
44.1,29.3,54.7,0.0,Sableux,Arboriculture,1,8.4
59.2,32.4,53.5,0.7,Sableux,Céréales,0,0.0
28.2,21.2,47.7,4.0,Argileux,Céréales,1,5.41
32.3,21.2,76.2,1.8,Argileux,Arboriculture,0,0.0
34.8,36.2,45.6,0.8,Argileux,Céréales,1,7.82
4.2,31.4,27.2,0.3,Sableux,Céréales,1,9.86
64.0,23.3,42.8,0.2,Limoneux,Céréales,1,4.0
71.2,25.2,78.9,6.9,Limoneux,Céréales,0,0.0
29.6,25.3,70.0,0.8,Sableux,Arboriculture,0,0.0
52.7,26.2,50.4,0.4,Limoneux,Arboriculture,1,8.0
39.2,29.3,79.7,4.3,Limoneux,Céréales,1,4.0
52.2,43.7,68.5,1.6,Limoneux,Céréales,1,4.9
31.2,27.3,50.2,5.5,Argileux,Céréales,0,0.0
25.6,30.6,52.0,0.4,Argileux,Maraîchage,1,11.98
68.1,14.2,60.9,6.4,Limoneux,Céréales,0,0.0
43.6,22.6,40.0,0.3,Argileux,Maraîchage,1,8.24
89.5,34.6,55.1,0.4,Argileux,Maraîchage,0,0.0
46.0,28.8,60.6,0.0,Limoneux,Maraîchage,1,6.77
24.6,8.0,24.6,3.3,Sableux,Céréales,0,0.0
72.0,30.7,51.6,0.6,Argileux,Maraîchage,0,0.0
58.9,39.4,49.5,11.8,Argileux,Céréales,0,0.0
61.0,12.0,73.5,0.3,Argileux,Céréales,0,0.0
71.2,36.6,21.8,2.4,Sableux,Céréales,0,0.0
30.6,8.0,48.1,7.0,Limoneux,Arboriculture,0,0.0
42.2,32.6,46.3,0.5,Argileux,Céréales,1,6.61
41.2,25.9,72.3,1.0,Limoneux,Arboriculture,0,0.0
16.6,9.6,54.2,4.7,Argileux,Arboriculture,0,0.0
39.2,29.1,87.3,7.6,Sableux,Maraîchage,0,0.0
74.4,34.1,66.9,2.0,Sableux,Maraîchage,0,0.0
50.2,28.5,47.6,1.6,Argileux,Céréales,0,0.0
15.4,30.1,59.3,3.5,Limoneux,Arboriculture,1,13.75
10.8,23.1,48.6,2.3,Limoneux,Maraîchage,1,10.99
81.6,13.0,70.5,0.6,Limoneux,Maraîchage,0,0.0
43.0,30.8,31.0,5.9,Limoneux,Arboriculture,0,0.0
30.8,38.2,40.2,0.2,Argileux,Arboriculture,1,17.93
39.0,33.9,63.2,0.7,Sableux,Maraîchage,0,0.0
12.5,12.1,77.1,3.3,Argileux,Céréales,1,5.03
76.3,15.4,15.4,2.0,Argileux,Céréales,1,4.0
36.4,20.1,79.7,2.1,Limoneux,Maraîchage,0,0.0
75.1,14.8,52.5,0.4,Limoneux,Maraîchage,0,0.0
46.1,26.3,21.1,6.1,Sableux,Céréales,1,4.0
76.4,28.8,10.0,0.9,Argileux,Céréales,0,0.0
50.6,16.0,27.5,3.5,Limoneux,Maraîchage,0,0.0
63.8,31.4,54.6,0.1,Sableux,Céréales,0,0.0
60.8,30.2,53.8,2.1,Limoneux,Maraîchage,0,0.0
58.7,22.2,66.4,2.4,Argileux,Arboriculture,0,0.0
52.7,24.8,45.1,9.5,Sableux,Maraîchage,0,0.0
39.9,12.4,35.1,5.6,Sableux,Maraîchage,0,0.0
87.1,23.7,47.6,12.7,Argileux,Maraîchage,0,0.0
25.0,26.1,55.6,0.9,Sableux,Arboriculture,1,11.09
45.1,27.2,59.2,5.3,Argileux,Arboriculture,0,0.0
45.3,28.7,40.8,1.2,Argileux,Céréales,1,5.72
53.9,27.7,71.2,0.5,Argileux,Maraîchage,1,6.0
35.6,24.1,43.8,5.6,Argileux,Arboriculture,0,0.0
51.9,28.0,39.3,3.2,Sableux,Céréales,0,0.0
41.3,33.0,45.2,6.4,Sableux,Arboriculture,0,0.0
10.2,25.3,74.3,1.0,Limoneux,Céréales,1,7.1
45.2,28.2,52.6,2.4,Limoneux,Arboriculture,0,0.0
20.8,24.7,42.5,2.6,Argileux,Arboriculture,0,0.0
6.8,21.5,71.7,1.0,Argileux,Maraîchage,1,11.79
48.0,29.7,93.6,6.1,Limoneux,Arboriculture,0,0.0
55.7,22.1,58.8,0.6,Argileux,Maraîchage,1,6.0
56.6,28.7,77.2,4.9,Limoneux,Céréales,0,0.0
57.5,26.2,73.6,10.0,Limoneux,Maraîchage,0,0.0
2.5,23.9,44.1,0.8,Limoneux,Arboriculture,1,18.08
15.1,23.7,55.5,1.2,Limoneux,Maraîchage,1,10.58
88.4,22.4,31.9,2.2,Sableux,Céréales,0,0.0
22.0,14.5,51.3,13.0,Argileux,Céréales,1,4.0
58.4,28.7,43.7,0.3,Limoneux,Arboriculture,0,0.0
29.9,27.6,47.7,0.8,Argileux,Arboriculture,1,14.3
46.8,31.9,41.5,2.4,Limoneux,Maraîchage,0,0.0
31.1,22.3,49.8,0.3,Argileux,Arboriculture,0,0.0
57.4,39.3,64.6,5.4,Argileux,Maraîchage,0,0.0
48.0,23.3,52.8,0.6,Limoneux,Céréales,0,0.0
35.1,19.9,21.4,0.1,Limoneux,Céréales,1,6.06
21.9,19.0,41.6,1.0,Sableux,Céréales,0,0.0
50.9,13.9,27.7,6.3,Argileux,Arboriculture,0,0.0
18.3,36.7,59.4,0.6,Argileux,Arboriculture,1,18.46
54.4,35.6,64.1,0.2,Argileux,Céréales,1,5.05
100.0,30.2,59.6,1.4,Argileux,Arboriculture,1,8.0
74.7,19.7,40.8,5.8,Argileux,Maraîchage,0,0.0
60.8,38.7,59.4,0.8,Argileux,Maraîchage,0,0.0
43.1,23.5,46.5,4.6,Limoneux,Céréales,0,0.0
2.3,24.1,34.5,4.5,Sableux,Céréales,1,7.37
15.9,36.1,68.4,1.1,Sableux,Arboriculture,1,14.56
73.2,30.6,69.7,2.0,Sableux,Arboriculture,0,0.0
27.6,41.4,72.1,1.0,Limoneux,Maraîchage,1,11.05
29.6,27.7,44.0,0.9,Argileux,Maraîchage,1,11.01
41.4,23.2,76.2,2.7,Limoneux,Arboriculture,1,8.0
21.6,21.7,46.1,10.1,Sableux,Céréales,1,4.0
18.0,13.1,66.8,1.4,Sableux,Maraîchage,1,6.0
43.9,24.0,45.8,11.9,Argileux,Arboriculture,0,0.0
25.4,34.0,51.0,1.7,Argileux,Céréales,1,8.04
28.7,30.2,11.4,3.0,Limoneux,Arboriculture,1,15.02
27.8,26.1,49.6,1.5,Argileux,Arboriculture,0,0.0
56.5,19.0,56.6,0.6,Argileux,Arboriculture,0,0.0
39.9,27.6,47.6,0.1,Argileux,Céréales,1,6.3
41.1,33.1,86.6,7.5,Argileux,Arboriculture,1,8.0
58.1,29.0,34.1,1.1,Limoneux,Arboriculture,0,0.0
41.9,27.2,44.9,9.0,Limoneux,Maraîchage,0,0.0
38.9,20.4,38.7,1.7,Limoneux,Maraîchage,0,0.0
55.3,32.1,44.9,0.0,Sableux,Maraîchage,0,0.0
59.7,8.0,73.6,2.3,Limoneux,Céréales,0,0.0
41.8,28.7,81.6,6.6,Limoneux,Céréales,0,0.0
46.8,44.0,42.4,3.1,Limoneux,Maraîchage,1,9.08
27.8,15.4,42.0,5.5,Limoneux,Céréales,0,0.0
26.1,24.3,34.2,2.2,Limoneux,Maraîchage,0,0.0
61.9,25.9,78.5,0.7,Limoneux,Céréales,0,0.0
54.8,22.8,75.2,1.5,Sableux,Céréales,0,0.0
55.0,33.3,53.1,2.9,Limoneux,Céréales,1,4.0
51.2,29.3,29.9,5.8,Limoneux,Céréales,1,4.0
46.0,27.1,31.5,0.4,Argileux,Céréales,1,6.1
60.3,31.6,58.1,6.9,Limoneux,Arboriculture,0,0.0
65.6,26.1,64.9,0.1,Limoneux,Arboriculture,0,0.0
65.0,45.0,17.8,0.0,Sableux,Arboriculture,1,10.85
42.8,27.1,49.2,0.9,Sableux,Céréales,0,0.0
75.5,27.4,84.1,3.9,Limoneux,Céréales,0,0.0
50.0,14.0,51.1,0.4,Limoneux,Maraîchage,0,0.0
58.9,22.2,81.8,7.9,Limoneux,Céréales,0,0.0
51.2,34.0,66.7,3.9,Limoneux,Maraîchage,0,0.0
50.4,16.7,35.5,0.6,Argileux,Céréales,0,0.0
28.8,10.9,49.7,0.7,Sableux,Maraîchage,0,0.0
60.4,26.2,52.7,0.5,Sableux,Céréales,0,0.0
100.0,35.6,37.9,2.3,Sableux,Arboriculture,0,0.0
36.8,26.3,37.5,4.0,Sableux,Arboriculture,0,0.0
46.6,23.6,82.1,0.7,Argileux,Céréales,0,0.0
35.2,13.0,37.4,0.8,Sableux,Maraîchage,0,0.0
34.3,29.2,74.4,1.6,Limoneux,Maraîchage,1,7.09
79.0,30.6,47.1,0.1,Sableux,Maraîchage,0,0.0
30.2,13.5,54.5,9.4,Argileux,Arboriculture,0,0.0
34.6,33.9,65.1,0.3,Argileux,Arboriculture,1,13.87
10.1,31.4,44.2,1.8,Sableux,Céréales,1,8.02
28.3,33.9,65.2,2.4,Sableux,Maraîchage,1,7.95
7.4,30.1,18.2,1.4,Sableux,Maraîchage,1,14.0
58.9,30.6,62.9,5.8,Limoneux,Arboriculture,0,0.0
100.0,29.6,10.6,1.3,Argileux,Maraîchage,0,0.0
36.9,32.1,50.9,1.3,Limoneux,Maraîchage,1,8.8
8.3,13.3,70.4,2.7,Argileux,Maraîchage,0,0.0
64.8,15.5,66.2,1.9,Limoneux,Maraîchage,0,0.0
29.0,20.8,31.6,3.0,Sableux,Céréales,0,0.0
73.6,25.1,33.9,0.6,Limoneux,Arboriculture,0,0.0
38.8,28.7,42.6,1.9,Sableux,Maraîchage,0,0.0
31.1,28.3,58.4,1.5,Argileux,Arboriculture,1,12.88
41.1,33.8,18.4,1.5,Sableux,Maraîchage,1,9.09
61.7,34.0,54.8,1.1,Limoneux,Maraîchage,0,0.0
40.0,19.9,60.6,1.8,Limoneux,Maraîchage,0,0.0
34.1,27.7,49.9,1.4,Sableux,Arboriculture,0,0.0
40.6,20.1,64.5,13.3,Limoneux,Céréales,0,0.0
17.0,24.7,59.0,6.6,Limoneux,Arboriculture,1,9.81
53.7,28.3,45.3,0.7,Sableux,Maraîchage,0,0.0
5.7,8.0,20.1,0.2,Sableux,Maraîchage,1,10.5
35.2,42.9,57.4,0.3,Sableux,Arboriculture,1,13.52
61.7,30.0,37.8,1.0,Sableux,Maraîchage,1,6.0
51.7,21.8,44.6,2.2,Limoneux,Maraîchage,1,6.0
58.0,39.5,63.6,2.2,Sableux,Céréales,1,4.0
43.6,23.6,80.5,1.6,Argileux,Céréales,0,0.0
70.7,26.9,54.3,7.4,Sableux,Maraîchage,0,0.0
65.3,22.6,65.0,5.6,Limoneux,Céréales,0,0.0
54.8,37.6,29.0,7.1,Argileux,Arboriculture,1,8.52
65.4,25.3,59.4,0.5,Limoneux,Céréales,0,0.0
61.5,27.0,53.9,0.5,Argileux,Céréales,0,0.0
35.3,34.4,77.1,4.0,Sableux,Maraîchage,0,0.0
15.4,30.1,45.3,0.4,Sableux,Céréales,1,7.72
54.2,25.6,50.7,3.8,Sableux,Arboriculture,0,0.0
57.0,33.8,74.1,0.2,Sableux,Céréales,0,0.0
69.0,43.8,53.3,2.3,Sableux,Arboriculture,0,0.0
24.4,28.2,35.0,0.2,Sableux,Maraîchage,1,10.44
25.1,26.8,100.0,1.0,Argileux,Maraîchage,0,0.0
55.1,27.2,35.6,1.0,Sableux,Céréales,0,0.0
43.4,35.2,53.8,4.6,Argileux,Maraîchage,1,7.63
3.5,21.8,61.2,0.3,Argileux,Céréales,1,8.93
53.3,24.1,59.8,3.6,Argileux,Arboriculture,1,8.0
4.2,15.2,51.6,1.0,Sableux,Céréales,1,6.56
24.2,17.7,51.7,2.5,Argileux,Céréales,1,5.74
74.7,22.4,50.8,6.9,Limoneux,Arboriculture,0,0.0
85.1,25.6,34.9,4.4,Argileux,Maraîchage,0,0.0
18.3,38.4,93.7,5.0,Limoneux,Arboriculture,1,11.49
37.8,29.8,51.0,10.1,Argileux,Maraîchage,0,0.0
45.9,19.6,65.7,0.3,Limoneux,Arboriculture,0,0.0
84.2,20.9,49.0,8.8,Sableux,Céréales,0,0.0
34.2,35.6,48.6,8.2,Limoneux,Maraîchage,1,6.45
34.5,33.9,46.8,2.5,Sableux,Arboriculture,1,10.64
79.1,26.2,27.1,5.7,Argileux,Maraîchage,0,0.0
36.8,22.9,52.1,0.1,Sableux,Céréales,0,0.0
60.9,33.9,47.7,2.2,Sableux,Arboriculture,0,0.0
12.5,19.0,76.1,1.8,Limoneux,Arboriculture,0,0.0
41.2,28.7,33.5,12.1,Limoneux,Arboriculture,0,0.0
8.5,41.9,44.6,0.9,Sableux,Céréales,1,9.87
21.8,27.4,38.8,2.3,Argileux,Céréales,1,7.88
63.5,20.6,81.0,0.6,Argileux,Maraîchage,0,0.0
43.9,28.9,39.4,2.3,Argileux,Arboriculture,1,11.17
38.0,22.7,65.1,4.9,Limoneux,Céréales,0,0.0
28.5,16.2,72.5,3.7,Limoneux,Arboriculture,0,0.0
40.1,30.9,52.4,0.0,Limoneux,Céréales,1,5.75
51.6,33.8,30.2,0.2,Limoneux,Arboriculture,1,11.41
66.6,23.8,30.4,3.3,Sableux,Maraîchage,0,0.0
2.0,23.4,70.5,2.9,Sableux,Arboriculture,0,0.0
26.7,19.3,32.3,2.1,Sableux,Maraîchage,0,0.0
48.5,25.0,62.1,0.8,Limoneux,Maraîchage,0,0.0
42.8,22.1,57.1,0.0,Sableux,Céréales,0,0.0
53.9,18.9,61.8,4.6,Sableux,Céréales,0,0.0
50.9,39.2,63.5,2.8,Argileux,Arboriculture,1,10.04
38.3,29.3,38.2,4.4,Limoneux,Céréales,1,4.77
33.4,30.0,37.4,4.0,Limoneux,Maraîchage,0,0.0
39.6,32.2,67.9,2.2,Limoneux,Maraîchage,1,6.91
70.3,31.4,43.7,1.5,Argileux,Céréales,1,4.0
28.9,23.1,10.0,0.3,Argileux,Céréales,1,8.38
43.6,27.9,66.7,1.9,Sableux,Céréales,0,0.0
49.0,24.1,36.3,1.9,Argileux,Maraîchage,1,7.0
79.3,29.1,63.4,0.8,Limoneux,Céréales,0,0.0
38.4,28.4,80.1,6.2,Argileux,Céréales,1,4.0
66.1,23.3,55.3,3.3,Limoneux,Arboriculture,0,0.0
72.1,16.7,72.9,0.4,Sableux,Céréales,0,0.0
43.6,27.0,57.8,8.0,Argileux,Arboriculture,0,0.0
40.4,24.6,83.6,2.6,Sableux,Maraîchage,0,0.0
37.8,12.8,35.9,1.0,Argileux,Arboriculture,1,9.56
39.4,29.6,54.9,8.8,Sableux,Maraîchage,0,0.0
63.8,32.8,67.1,1.9,Sableux,Maraîchage,0,0.0
50.1,43.7,51.6,5.5,Limoneux,Arboriculture,0,0.0
50.2,23.3,75.7,3.0,Argileux,Céréales,1,4.0
20.2,22.2,47.2,0.8,Limoneux,Céréales,1,6.75
23.7,18.2,92.2,3.8,Sableux,Céréales,0,0.0
92.2,27.5,93.2,1.0,Sableux,Arboriculture,0,0.0
41.1,27.4,60.1,1.2,Argileux,Maraîchage,0,0.0
28.0,20.3,64.9,1.5,Argileux,Maraîchage,0,0.0
76.5,24.8,76.5,1.4,Sableux,Maraîchage,0,0.0
51.2,12.1,33.6,2.8,Limoneux,Arboriculture,0,0.0
57.7,32.5,31.4,4.5,Sableux,Maraîchage,0,0.0
42.0,20.6,77.6,1.7,Sableux,Céréales,0,0.0
38.0,25.8,59.9,2.1,Argileux,Céréales,1,5.08
41.3,16.0,50.9,0.3,Limoneux,Maraîchage,0,0.0
14.6,21.9,55.2,2.2,Sableux,Céréales,1,5.71
43.1,24.0,12.1,0.6,Limoneux,Maraîchage,1,8.89
51.5,25.9,51.6,1.2,Limoneux,Maraîchage,0,0.0
85.7,29.4,41.4,1.3,Sableux,Maraîchage,0,0.0
46.9,36.1,71.5,2.3,Limoneux,Arboriculture,0,0.0
2.0,31.1,72.9,4.1,Sableux,Céréales,0,0.0
42.9,32.7,65.4,1.9,Sableux,Arboriculture,0,0.0
100.0,36.1,62.1,0.2,Argileux,Céréales,0,0.0
64.1,30.0,28.0,8.1,Argileux,Maraîchage,0,0.0
27.2,25.7,65.6,0.7,Sableux,Céréales,0,0.0
58.0,33.1,66.3,1.8,Argileux,Arboriculture,0,0.0
28.7,33.5,77.4,9.1,Limoneux,Céréales,0,0.0
15.2,30.5,93.1,8.0,Argileux,Maraîchage,1,7.23
37.3,15.8,24.5,2.5,Argileux,Maraîchage,1,7.69
47.0,20.1,48.0,3.7,Limoneux,Arboriculture,0,0.0
3.8,24.1,41.6,5.6,Limoneux,Céréales,1,7.35
19.7,31.5,58.1,1.1,Limoneux,Arboriculture,1,14.94
45.2,25.9,55.2,3.7,Argileux,Céréales,1,4.0
36.0,34.0,50.8,1.0,Sableux,Maraîchage,1,8.27
53.7,35.2,73.5,4.1,Sableux,Arboriculture,0,0.0
18.3,34.4,35.2,1.5,Sableux,Arboriculture,1,15.95
60.7,34.4,36.3,1.0,Sableux,Arboriculture,0,0.0
19.0,18.7,36.6,5.3,Sableux,Arboriculture,0,0.0
81.1,29.4,48.5,0.5,Sableux,Maraîchage,0,0.0
7.3,21.7,32.9,3.2,Argileux,Arboriculture,1,17.29
21.0,14.5,54.1,0.0,Sableux,Maraîchage,0,0.0
54.2,24.0,52.0,1.9,Argileux,Arboriculture,1,8.0
81.6,35.3,40.8,6.0,Sableux,Maraîchage,0,0.0
51.9,29.2,70.7,4.9,Argileux,Céréales,1,4.0
57.4,40.1,53.9,2.2,Sableux,Arboriculture,0,0.0
45.4,27.2,74.1,1.3,Limoneux,Maraîchage,1,6.0
22.4,43.1,51.5,0.8,Sableux,Maraîchage,1,12.4
34.2,27.2,54.6,0.5,Limoneux,Arboriculture,0,0.0
18.3,26.2,44.9,0.2,Limoneux,Maraîchage,1,11.66
16.9,17.0,54.9,1.1,Limoneux,Céréales,1,6.04
53.8,33.8,67.8,0.5,Limoneux,Arboriculture,0,0.0
20.3,22.5,47.6,4.0,Limoneux,Céréales,1,5.64
52.0,21.5,64.3,0.0,Argileux,Céréales,1,4.0
16.4,35.0,40.4,5.0,Limoneux,Céréales,1,7.64
51.5,34.1,68.7,0.7,Limoneux,Céréales,0,0.0
34.2,33.9,44.6,5.8,Sableux,Céréales,1,4.28
75.9,23.5,70.3,3.7,Limoneux,Céréales,0,0.0
52.1,25.6,56.1,0.6,Sableux,Maraîchage,0,0.0
72.2,25.6,82.4,3.1,Sableux,Céréales,0,0.0
28.4,31.5,34.2,12.0,Argileux,Arboriculture,0,0.0
46.2,36.9,28.4,1.6,Sableux,Arboriculture,1,10.92
23.4,28.6,43.9,1.2,Limoneux,Maraîchage,0,0.0
35.9,39.8,30.1,3.7,Argileux,Arboriculture,1,15.57
39.2,32.3,30.1,4.3,Argileux,Arboriculture,1,12.43
29.0,24.4,66.2,2.3,Sableux,Maraîchage,1,6.0
18.3,31.8,54.9,0.2,Sableux,Arboriculture,1,14.63
13.9,37.9,46.4,0.1,Limoneux,Céréales,1,9.78
2.0,40.0,48.0,8.2,Limoneux,Céréales,1,8.43
21.8,34.3,44.2,2.5,Argileux,Arboriculture,1,16.97
58.8,26.2,84.7,1.1,Sableux,Céréales,0,0.0
9.8,24.5,41.8,2.5,Sableux,Céréales,0,0.0
14.9,30.0,31.2,2.3,Sableux,Maraîchage,1,11.48
84.4,37.7,69.3,0.1,Argileux,Arboriculture,0,0.0
31.0,29.0,51.1,0.3,Sableux,Arboriculture,1,11.33
52.1,29.2,91.7,1.3,Limoneux,Maraîchage,0,0.0
59.1,26.4,45.5,12.5,Sableux,Arboriculture,0,0.0
59.6,23.7,70.2,1.2,Sableux,Maraîchage,0,0.0
11.5,24.9,74.5,3.0,Argileux,Céréales,1,7.0
39.9,26.9,45.6,0.2,Sableux,Arboriculture,0,0.0
9.4,38.0,41.6,1.3,Sableux,Maraîchage,1,13.87
98.8,24.3,68.3,1.3,Argileux,Céréales,0,0.0
9.9,26.4,65.3,3.6,Limoneux,Maraîchage,0,0.0
21.9,19.9,29.6,1.0,Sableux,Arboriculture,1,12.19
22.1,31.0,34.7,7.5,Limoneux,Céréales,1,5.84
12.1,35.6,10.0,0.4,Argileux,Céréales,1,11.81
74.8,37.4,65.7,6.2,Limoneux,Arboriculture,1,8.0
98.3,27.4,50.3,0.4,Limoneux,Céréales,0,0.0
34.5,30.0,52.1,5.9,Limoneux,Arboriculture,0,0.0
16.0,24.9,24.6,1.9,Limoneux,Maraîchage,1,12.13
2.0,29.7,35.2,14.1,Sableux,Maraîchage,1,7.14
39.6,28.2,46.4,0.3,Argileux,Arboriculture,1,12.82
38.0,26.4,42.9,2.9,Argileux,Arboriculture,1,11.14
30.7,27.0,57.1,10.7,Sableux,Céréales,0,0.0
49.9,29.2,65.5,2.4,Argileux,Céréales,0,0.0
53.7,23.9,95.9,8.4,Argileux,Maraîchage,0,0.0
52.1,24.3,54.6,0.5,Argileux,Arboriculture,0,0.0
38.0,38.0,75.1,1.2,Limoneux,Arboriculture,1,11.17
20.8,45.0,40.1,1.0,Limoneux,Maraîchage,1,14.76
59.6,17.6,24.9,2.3,Argileux,Céréales,1,4.0
45.3,17.2,48.7,1.5,Sableux,Céréales,0,0.0
64.5,19.3,26.2,0.1,Argileux,Céréales,0,0.0
62.4,25.3,55.3,3.1,Argileux,Arboriculture,0,0.0
13.7,32.3,41.0,1.3,Argileux,Maraîchage,1,14.46
13.4,30.1,19.8,8.9,Limoneux,Maraîchage,1,10.2
28.4,27.2,86.2,1.0,Limoneux,Maraîchage,1,7.32
21.8,29.7,45.3,4.2,Sableux,Arboriculture,0,0.0
61.6,21.2,25.5,2.3,Argileux,Céréales,1,4.0
52.7,24.3,71.2,6.6,Limoneux,Arboriculture,0,0.0
69.2,25.9,41.9,0.7,Sableux,Céréales,0,0.0
53.7,14.9,74.6,0.3,Argileux,Maraîchage,0,0.0
49.6,17.9,41.8,0.5,Limoneux,Céréales,1,4.0
71.4,18.1,45.3,0.3,Limoneux,Maraîchage,0,0.0
55.3,31.3,61.2,3.1,Sableux,Arboriculture,0,0.0
46.5,27.7,65.7,1.1,Argileux,Arboriculture,0,0.0
77.6,30.3,68.8,5.1,Limoneux,Arboriculture,0,0.0
47.5,13.1,53.4,2.3,Argileux,Céréales,0,0.0
38.3,15.6,64.5,8.1,Argileux,Maraîchage,1,6.0
26.6,30.6,68.4,1.2,Sableux,Maraîchage,1,8.01
60.5,8.0,58.6,0.8,Sableux,Céréales,1,4.0
72.2,34.6,52.4,3.7,Argileux,Céréales,0,0.0
43.9,13.2,29.0,0.0,Limoneux,Arboriculture,1,8.0
73.8,31.9,65.8,10.3,Limoneux,Arboriculture,0,0.0
2.0,19.8,55.8,0.0,Sableux,Maraîchage,1,11.33
43.8,33.3,47.6,2.5,Limoneux,Maraîchage,1,7.47
44.1,45.0,78.0,3.1,Argileux,Céréales,1,5.84
29.0,10.1,29.3,5.2,Sableux,Céréales,1,4.0
97.4,30.9,84.6,1.1,Limoneux,Maraîchage,0,0.0
43.5,13.3,54.6,1.8,Argileux,Arboriculture,0,0.0
36.0,29.0,60.7,0.8,Sableux,Arboriculture,1,9.07
45.6,24.6,47.9,0.4,Sableux,Céréales,0,0.0
